$Agents$ $GlobalMazeSmall$ $LocalMazeSmall$ $DropsMazeSmall$ $GlobalMazeLinked$ $LocalMazeLinked$ $DropsMazeLinked$ $GlobalOpenArea$ $LocalOpenArea$ $DropsOpenArea$ 
1 10792 10792 10792
2 5424 7936 5878
3 3864 7936 5854
4 3598 7936 4936
5 3248 5524 4850
6 3102 3820 5018
7 3118 4028 4266
